acronym,num_occ,num_different_expansion
TCSS,1,1
LANL,1,1
SChS,1,1
HECMNSXXI,1,1
Chile,1,1
ARM,1,1
HNHU,1,1
GRECA,1,1
CAFYD,2,1
ASSIST,1,1
NCT,1,1
TTVCI,1,1
IMP,1,1
TIAM,1,1
ICNND,1,1
AC,2,2
RSIM,1,1
IES,1,1
SURPS,1,1
UCIN,2,1
PCAV,1,1
VSG-GP,1,1
LEG,1,1
AMA,1,1
NET,1,1
TSFR,1,1
HICORIN®,1,1
PCRus,2,1
NOX,1,1
FAP,2,2
URANO,1,1
Zn,1,1
ASPB,1,1
VIH-1,5,1
SOAT,1,1
ECI-4,2,1
AIC,1,1
DMA,1,1
DVA,1,1
LD,3,1
PEPSI,1,1
PVA,2,1
MNIO,1,1
LJ,1,1
EC-PC,1,1
I.E.I.,1,1
NNIS,1,1
UMF,1,1
FANs,1,1
DIGS,2,1
PRESENCIAP,1,1
EII,3,1
PB,2,1
FRV,1,1
SIER-CV,1,1
RETOSS,1,1
GATE,2,1
SWH,2,1
SIR,2,1
MCF,1,1
SPPB,1,1
Me,1,1
HP,1,1
ARA-II,1,1
CPE,1,1
TRUS,1,1
ISPLN,2,1
AMS,2,1
PTH,1,1
LIO,1,1
SERUMS,1,1
HSJO,1,1
SJ,1,1
C.R.,1,1
EPAE,1,1
UNP,1,1
PAE,1,1
BZD,1,1
ABSST,2,1
VHD,1,1
IAMCEST,1,1
SEFH,1,1
EUBE,2,1
OnabotA,1,1
BRIEF,1,1
MAT/SET,1,1
c-LDL,1,1
UNCyD-SEyN,1,1
SiDUP,1,1
BPM,1,1
ICA,5,1
FLAP,1,1
GEMA,2,1
ENS,1,1
PE,1,1
IGVPH,1,1
TGR,1,1
mapa,1,1
AD,1,1
TCMC,1,1
PFT,1,1
ESCA,1,1
EEII,1,1
CGI,1,1
NPI,1,1
WOK,1,1
GFA,1,1
UASLP,1,1
IV,1,1
AST-M,2,1
PAIME,1,1
Alb,2,1
ADC,1,1
CFCGA,1,1
HUVN,1,1
SECAC,1,1
DAS28a,1,1
ACH,1,1
ICSH,2,1
tipo II,1,1
VFP,2,1
SASM,1,1
NADYA,1,1
SNPs,1,1
DUL,1,1
CCi,1,1
PTI,1,1
VIP,1,1
CORA,1,1
CQC,1,1
DERA,1,1
CIE-10,1,1
EAA,1,1
CPQ-A,1,1
PVIH/sida,1,1
SWB,2,1
UNO,1,1
GPSIDA,2,1
E.T.S.,1,1
CSP,1,1
TC6M,2,1
EEP,1,1
pH1N1,1,1
Spain-RDR,1,1
BT,1,1
RCIU,1,1
SNSAF,1,1
CPV_2011,1,1
AVK,1,1
GESITRA,1,1
SGB,3,2
ADVP,1,1
E. coli,1,1
EDO,4,1
DEH,1,1
MPMN,1,1
RAQoL,1,1
VPM,2,1
ECCA,1,1
PgE2,1,1
SF-LDQOL,1,1
LCAT,1,1
ENSA,3,1
RVU,4,1
FMMR,1,1
TURis,1,1
CABA,2,1
SNE,2,1
EDAH,1,1
BMNB,1,1
LDX,1,1
MALT,1,1
SS,1,1
NAS,1,1
TQ,1,1
GCNE,1,1
EU,1,1
BAC,1,1
DEA,1,1
FSM,1,1
TaDiCS ®,1,1
GVL,1,1
CELADE,1,1
ESCID,2,1
IMCr,1,1
IRB-RAT,1,1
FP-CIT,1,1
VACTE,1,1
UCMA-CE,1,1
HM,1,1
BSFI,1,1
HCF,1,1
ASI-6,1,1
OSAS,1,1
EMS,1,1
LCE,1,1
SEE,1,1
SPSS,1,1
BNS,1,1
PCRE,1,1
CAA,1,1
RNHMD,2,1
Plan AUGE,1,1
UNAM,4,1
PEPAF,2,1
FESNAD,1,1
ESAD,1,1
FAME,1,1
HPN,1,1
LSSC,1,1
PCCM,2,1
CCS,1,1
MAP,1,1
EVCi,1,1
SCS,1,1
MPN,1,1
LER,1,1
FANV,1,1
GEIH,1,1
FCRS,2,1
DPE,1,1
ELEP,1,1
IED,1,1
escopean,1,1
EVRD,1,1
EAT-40,1,1
PNA,2,2
BBP,1,1
LARCE,1,1
VPN,3,1
HTO,1,1
GEQ,1,1
CIV,1,1
EVB,1,1
Pap,1,1
EG,2,1
INE,1,1
CGI-S,1,1
ACCU,1,1
PG-SGA,1,1
LES,4,1
EFI,1,1
HSC,1,1
LEI,1,1
ITUF,1,1
D.F.,1,1
MMM,1,1
IMPA,1,1
EEI,1,1
AAA,1,1
FP,1,1
SII,1,1
ADH,1,1
UO,1,1
TAS,1,1
ARL,2,1
BAAF,1,1
