pair,acronym,description,frequency
"('RM', 'reconstrucción mamaria')",RM,reconstrucción mamaria,1
"('SW', 'síndrome de wolfram')",SW,síndrome de wolfram,1
"('SIOP', 'sociedad internacional de oncología pediátrica')",SIOP,sociedad internacional de oncología pediátrica,1
"('C.C.', 'cirugía conservadora')",C.C.,cirugía conservadora,1
"('CaM', 'cáncer de mama')",CaM,cáncer de mama,1
"('LAL', 'leucemias agudas linfoblásticas')",LAL,leucemias agudas linfoblásticas,1
"('DSE', 'disección submucosa endoscópica')",DSE,disección submucosa endoscópica,1
"('LMA', 'leucemia mieloide aguda')",LMA,leucemia mieloide aguda,3
"('HP', 'helicobacter pylori')",HP,helicobacter pylori,1
"('C.G.T.', 'cáncer gástrico temprano')",C.G.T.,cáncer gástrico temprano,1
"('CPRM', 'colangiopancreatografía por resonancia magnética')",CPRM,colangiopancreatografía por resonancia magnética,1
"('CFTNM', 'carcinoma familiar del tiroides no medular')",CFTNM,carcinoma familiar del tiroides no medular,1
"('SOP', 'síndrome de ovario poliquístico')",SOP,síndrome de ovario poliquístico,2
"('DMSO', 'dimetil sulfoxido')",DMSO,dimetil sulfoxido,1
"('edad media', 'enero 2014. se recogieron datos demográficos y clínicos. resultados: se incluyeron 15 pacientes')",edad media,enero 2014. se recogieron datos demográficos y clínicos. resultados: se incluyeron 15 pacientes,1
"('B.R.', 'biopsias randomizadas')",B.R.,biopsias randomizadas,1
"('SUH', 'servicio de urgencias hospitalario')",SUH,servicio de urgencias hospitalario,1
"('VMA', 'vinilmandélico')",VMA,vinilmandélico,1
"('LANL', 'leucemia aguda no linfoblástica')",LANL,leucemia aguda no linfoblástica,1
"('VPH', 'virus de papiloma humano')",VPH,virus de papiloma humano,6
"('MEN 2', 'múltiple tipo 2')",MEN 2,múltiple tipo 2,1
"('ARM', 'aceite de rosa mosqueta')",ARM,aceite de rosa mosqueta,1
"('CCC', 'cáncer de cabeza y cuello')",CCC,cáncer de cabeza y cuello,2
"('R.T.C.', 'resección transcervical')",R.T.C.,resección transcervical,1
"('TTVCI', 'trombosis tumoral en vena cava inferior')",TTVCI,trombosis tumoral en vena cava inferior,1
"('TEM', 'trietilenmelamina')",TEM,trietilenmelamina,1
"('VSG-GP', 'valoración subjetiva global generada por el paciente')",VSG-GP,valoración subjetiva global generada por el paciente,1
"('NOX', 'nadph oxidasa')",NOX,nadph oxidasa,1
"('HGC', 'hibridación genómica comparada')",HGC,hibridación genómica comparada,1
"('Me', 'medianas')",Me,medianas,1
"('TRUS', 'transrectal guiada por ultrasonidos')",TRUS,transrectal guiada por ultrasonidos,1
"('AA', 'acontecimientos adversos')",AA,acontecimientos adversos,1
"('C.R.', 'cirugía radical')",C.R.,cirugía radical,1
"('RM', 'resonancia magnética')",RM,resonancia magnética,1
"('NP', 'nanopartículas')",NP,nanopartículas,1
"('COCT', 'centellograma óseo corporal total')",COCT,centellograma óseo corporal total,1
"('E.T.', 'esclerosis tuberosa')",E.T.,esclerosis tuberosa,1
"('TCMC', 'tc multicorte')",TCMC,tc multicorte,1
"('HIS', 'hibridación in situ')",HIS,hibridación in situ,1
"('SLTA', 'síndrome de lisis tumoral aguda')",SLTA,síndrome de lisis tumoral aguda,1
"('VIP', 'vattikuti institute prostatectomy')",VIP,vattikuti institute prostatectomy,1
"('FRA', 'fracaso renal agudo')",FRA,fracaso renal agudo,1
"('I.C.V.', 'irrigación contínua vesical')",I.C.V.,irrigación contínua vesical,1
"('MDR', 'multidroga')",MDR,multidroga,1
"('Cis-Pt', 'cis-platino')",Cis-Pt,cis-platino,1
"('LLA', 'linfoblástica aguda')",LLA,linfoblástica aguda,5
"('ET', 'esclerosis tuberosa')",ET,esclerosis tuberosa,1
"('OR', 'odds ratio')",OR,odds ratio,1
"('PANDA', 'programa nacional de drogas antineoplásicas')",PANDA,programa nacional de drogas antineoplásicas,1
"('HGCH', 'hormona gonadotropina coriónica humana')",HGCH,hormona gonadotropina coriónica humana,1
"('LNH', 'linfomas no hodgkinianos')",LNH,linfomas no hodgkinianos,1
"('EPIC', 'europeo sobre dieta y cáncer')",EPIC,europeo sobre dieta y cáncer,1
"('MT', 'microlitiasis testicular')",MT,microlitiasis testicular,1
"('DAP IV', 'dipeptidilaminopeptidasa iv')",DAP IV,dipeptidilaminopeptidasa iv,1
"('MLPA', 'múltiples sondas')",MLPA,múltiples sondas,1
"('TC', 'tomografía computada')",TC,tomografía computada,2
"('CCP', 'concentrados de complejo protrombínico')",CCP,concentrados de complejo protrombínico,1
"('MTHFR', 'metilentetrahidrofolato reductasa')",MTHFR,metilentetrahidrofolato reductasa,1
"('FRC', 'fatiga relacionada con el cáncer')",FRC,fatiga relacionada con el cáncer,1
"('LLA', 'leucemia linfocítica aguda')",LLA,leucemia linfocítica aguda,1
"('DE', 'de 63')",DE,de 63,1
"('Mn-SOD', 'mn-superóxido dismutasa')",Mn-SOD,mn-superóxido dismutasa,1
"('PET/CT', 'positrones y tomografía computarizada')",PET/CT,positrones y tomografía computarizada,1
"('CCR', 'cáncer colorrectal')",CCR,cáncer colorrectal,6
"('LSSC', 'laringectomía subtotal supracricoidea')",LSSC,laringectomía subtotal supracricoidea,1
"('PCCM', 'programas de cribado de cáncer de mama')",PCCM,programas de cribado de cáncer de mama,1
"('HDA', 'hemorragia digestiva alta')",HDA,hemorragia digestiva alta,1
"('LER', 'linforma epidural raquídeo')",LER,linforma epidural raquídeo,1
"('EM', 'esclerosis multiple')",EM,esclerosis multiple,1
"('COX-2', 'ciclooxigenasa 2')",COX-2,ciclooxigenasa 2,1
"('LARCE', 'laboratorio regional de citología exfoliativa')",LARCE,laboratorio regional de citología exfoliativa,1
"('RCT', 'receptor de célula t')",RCT,receptor de célula t,1
"('VPN', 'valor predictivo negativo')",VPN,valor predictivo negativo,1
"('EPIC', 'europeo sobre cáncer y nutrición')",EPIC,europeo sobre cáncer y nutrición,1
"('Pap', 'papanicolaou')",Pap,papanicolaou,1
"('Dng', 'desoxiribonucleoglobulina')",Dng,desoxiribonucleoglobulina,1
"('PG-SGA', 'patient generated subjective global assessment')",PG-SGA,patient generated subjective global assessment,1
"('LCR', 'líquido cefaloraquídeo')",LCR,líquido cefaloraquídeo,1
"('NVPC', 'normalized visual predictive check')",NVPC,normalized visual predictive check,1
"('VHB', 'virus de hepatitis b')",VHB,virus de hepatitis b,1
"('LEI', 'lesión escamosa intraepitelial')",LEI,lesión escamosa intraepitelial,1
"('BAAF', 'biopsia con aguja fina')",BAAF,biopsia con aguja fina,1
