pair,acronym,description,frequency
"('TVI', 'tumor vesical infiltrante')",TVI,tumor vesical infiltrante,1
"('SOCHMEDEP', 'sociedad chilena de medicina del deporte')",SOCHMEDEP,sociedad chilena de medicina del deporte,2
"('SAHS', 'síndrome de apnea-hipopnea durante el sueño')",SAHS,síndrome de apnea-hipopnea durante el sueño,1
"('MPD', 'marcapasos definitivos')",MPD,marcapasos definitivos,1
"('CHCC', 'chapel hill consensus conference')",CHCC,chapel hill consensus conference,1
"('ECG-IC', 'electrocardiográfico intracavitario')",ECG-IC,electrocardiográfico intracavitario,2
"('MMPI-2', 'minnesota multiphasic personality inventory-2')",MMPI-2,minnesota multiphasic personality inventory-2,1
"('PESS', 'potenciales evocados somatosensoriales')",PESS,potenciales evocados somatosensoriales,1
"('ECG', 'electrocardiogramas')",ECG,electrocardiogramas,1
"('PIVh', 'parainfluenza virus humano')",PIVh,parainfluenza virus humano,1
"('ES', 'esclerosis sistémica')",ES,esclerosis sistémica,1
"('LEP', 'leptina')",LEP,leptina,1
"('SEP', 'sistema de enseñanza personalizada')",SEP,sistema de enseñanza personalizada,1
"('GEN-VN', 'grupo de estudios neonatales vasco-navarro')",GEN-VN,grupo de estudios neonatales vasco-navarro,1
"('SP+O', 'sobrepeso y obe\xadsidad')",SP+O,sobrepeso y obe­sidad,1
"('CCC', 'concordancia canónica')",CCC,concordancia canónica,1
"('TRRC', 'terapia de reemplazo renal continuo')",TRRC,terapia de reemplazo renal continuo,1
"('SENFC', 'sociedad española de neurofisiologia clinica')",SENFC,sociedad española de neurofisiologia clinica,1
"('OMS', 'organización mundial de la salud')",OMS,organización mundial de la salud,21
"('UE', 'unión europea')",UE,unión europea,1
"('PAB', 'prostatitis aguda bacteriana')",PAB,prostatitis aguda bacteriana,1
"('KADDS', 'knowledge of attention deficit hyperactivity disorder scale')",KADDS,knowledge of attention deficit hyperactivity disorder scale,1
"('ERC', 'escala de reserva cognitiva')",ERC,escala de reserva cognitiva,1
"('MOR', 'movimiento oculares rapidos')",MOR,movimiento oculares rapidos,1
"('VCT', 'valor calórico total')",VCT,valor calórico total,1
"('IGP', 'intolerancia a la glucosa postprandial')",IGP,intolerancia a la glucosa postprandial,1
"('FAVIDE', 'fístulas arteriovenosas intradurales dorsales espinales')",FAVIDE,fístulas arteriovenosas intradurales dorsales espinales,1
"('OR', 'odss ratio')",OR,odss ratio,3
"('FETO', 'fetoscópica')",FETO,fetoscópica,1
"('REVERSE', 'registro sobre la cardioversión en españa')",REVERSE,registro sobre la cardioversión en españa,1
"('UACJ', 'universidad autónoma de ciudad juárez')",UACJ,universidad autónoma de ciudad juárez,1
"('VCMP', 'vincristina, ciclofosfamida, melfalán y prednisona')",VCMP,"vincristina, ciclofosfamida, melfalán y prednisona",1
"('HNERM', 'hospital nacional de edgardo rebagliati martins')",HNERM,hospital nacional de edgardo rebagliati martins,1
"('casos', 'controles, en 123 recién nacidos de bajo peso')",casos,"controles, en 123 recién nacidos de bajo peso",1
"('CFCA', 'cuestionarios de frecuencia de consumo de alimentos')",CFCA,cuestionarios de frecuencia de consumo de alimentos,1
"('CC', 'circunferencia de cintura')",CC,circunferencia de cintura,1
"('GEODA', 'grupo de estudio observacional de la dependencia alcohólica')",GEODA,grupo de estudio observacional de la dependencia alcohólica,1
"('IIEF', 'internacional de disfuncion erectil')",IIEF,internacional de disfuncion erectil,1
"('EPS', 'empresas promotoras de salud')",EPS,empresas promotoras de salud,2
"('CA', 'carga alostática')",CA,carga alostática,1
"('PXG', 'pielonefritis xantogranulomatosa')",PXG,pielonefritis xantogranulomatosa,1
"('SP', 'sobrepeso')",SP,sobrepeso,1
"('CV', 'carga viral')",CV,carga viral,1
"('AINE', 'aintiinflamatorios no esteroideos')",AINE,aintiinflamatorios no esteroideos,1
"('MM', 'mujeres mayores')",MM,mujeres mayores,2
"('ETM', 'escisión total del mesorrecto')",ETM,escisión total del mesorrecto,1
"('LAP', 'laboratorios de anatomía patológica')",LAP,laboratorios de anatomía patológica,2
"('SDG', 'semanas de gestación')",SDG,semanas de gestación,1
"('NE', 'no exitosos')",NE,no exitosos,1
"('Piscis', 'plagioscion squamosissimus')",Piscis,plagioscion squamosissimus,1
"('ATM', 'articulación temporo-mandibular')",ATM,articulación temporo-mandibular,1
"('as', 'ancianos')",as,ancianos,1
"('IC 95%', 'informado escrito en el 48.9%')",IC 95%,informado escrito en el 48.9%,1
"('HBP', 'hiperplasia benigna de la próstata')",HBP,hiperplasia benigna de la próstata,1
"('CTC', 'communities that care')",CTC,communities that care,1
"('AINE', 'antiinflamatorios no esteroideos')",AINE,antiinflamatorios no esteroideos,3
"('PAOP', 'productos avanzados de oxidación proteica')",PAOP,productos avanzados de oxidación proteica,1
"('SDS', 'severity of dependence scale')",SDS,severity of dependence scale,1
"('IVA', 'isovalérica')",IVA,isovalérica,2
"('STC', 'sindrome del tunel carpiano')",STC,sindrome del tunel carpiano,2
"('CEFYDEM', 'centro de formación y desarrollo metodológico para el área de la salud')",CEFYDEM,centro de formación y desarrollo metodológico para el área de la salud,2
"('EP', 'enfermedades profesionales')",EP,enfermedades profesionales,4
"('IOP', 'instituto de orientación profesional de barcelona')",IOP,instituto de orientación profesional de barcelona,1
"('IOM', 'institute of medicine»')",IOM,institute of medicine»,1
"('ETV', 'entecavir')",ETV,entecavir,1
"('SM', 'síndrome metabólico')",SM,síndrome metabólico,28
"('CPP', 'cociente de probabilidad positivo')",CPP,cociente de probabilidad positivo,1
"('SOCALPAR', 'sociedad castellano-leonesa de patología respiratoria')",SOCALPAR,sociedad castellano-leonesa de patología respiratoria,1
"('DP', 'diálisis peritoneal')",DP,diálisis peritoneal,2
"('STIR', 'short-tau inversion-recovery')",STIR,short-tau inversion-recovery,1
"('FOO', 'fiebre de origen oscuro')",FOO,fiebre de origen oscuro,1
"('IgAs', 'inmunoglobulina-a salival')",IgAs,inmunoglobulina-a salival,1
"('PAPPS', 'programa de actividades preventivas y de promoción de la salud')",PAPPS,programa de actividades preventivas y de promoción de la salud,4
"('HVB', 'hepatitis vírica tipo b')",HVB,hepatitis vírica tipo b,2
"('LACRE', 'latinoamericana en educación de residentes')",LACRE,latinoamericana en educación de residentes,2
"('CP', 'cáncer de próstata')",CP,cáncer de próstata,1
"('HR', 'hazard ratio')",HR,hazard ratio,5
"('AGS', 'aporte de ácidos grasos saturados')",AGS,aporte de ácidos grasos saturados,2
"('ADA', 'adalimumab')",ADA,adalimumab,2
"('AELO', 'antiestreptolisina o')",AELO,antiestreptolisina o,1
"('Viannia', 'vectores infectados con leishmania')",Viannia,vectores infectados con leishmania,1
"('EHNA', 'esteatohepatitis no alcohólica')",EHNA,esteatohepatitis no alcohólica,4
"('EGI', 'epilepsia generalizada idiopática')",EGI,epilepsia generalizada idiopática,1
"('CS', 'coeficiente de spearman')",CS,coeficiente de spearman,1
"('MFM', 'miofibrotomia multiple')",MFM,miofibrotomia multiple,1
"('DIU', 'dispositivos intrauterinos')",DIU,dispositivos intrauterinos,1
"('FMIC', 'fondo mundial para la investigación sobre cáncer')",FMIC,fondo mundial para la investigación sobre cáncer,2
"('TI', 'trabajo infantil')",TI,trabajo infantil,1
"('PMM', 'programas de mantenimiento con metadona')",PMM,programas de mantenimiento con metadona,1
"('RESI-M', 'resiliencia mexicana')",RESI-M,resiliencia mexicana,1
"('Neumosur', 'neumólogos del sur')",Neumosur,neumólogos del sur,1
"('SIDA', 'síndrome de inmunodeficiencia adquirida')",SIDA,síndrome de inmunodeficiencia adquirida,11
"('ISAK', 'international society for the advancement of kinanthropometry')",ISAK,international society for the advancement of kinanthropometry,2
"('FRS', 'familiares')",FRS,familiares,1
"('EDSS', 'expanded disability status scale')",EDSS,expanded disability status scale,1
"('MTA', 'metaanálisis')",MTA,metaanálisis,1
"('TB', 'tuberculosis')",TB,tuberculosis,3
"('QUALIDIAB', 'quality of diabetes care')",QUALIDIAB,quality of diabetes care,1
"('CuSum', 'curvas de sumas acumulativas')",CuSum,curvas de sumas acumulativas,1
"('SSSN', 'similares sin nicotina')",SSSN,similares sin nicotina,2
"('pacientes', 'personas con sobrepeso u obesidad, interesadas en usar orlistat (prospectos) o usuarios')",pacientes,"personas con sobrepeso u obesidad, interesadas en usar orlistat (prospectos) o usuarios",1
"('AFC', 'análisis factorial confirmatorio')",AFC,análisis factorial confirmatorio,3
"('CASRM', 'compra de antimicrobianos sin receta médica')",CASRM,compra de antimicrobianos sin receta médica,1
"('PNCT', 'programa nacional de control de la tuberculosis')",PNCT,programa nacional de control de la tuberculosis,1
"('MM', 'masa muscular total')",MM,masa muscular total,1
"('LOLA', 'l-ornitina l-aspartato')",LOLA,l-ornitina l-aspartato,1
"('IC 95%', 'intervalos de confianza al 95 %')",IC 95%,intervalos de confianza al 95 %,1
"('HSDC', 'hematoma subdural cronico')",HSDC,hematoma subdural cronico,1
"('AC-VIH', 'anticuerpos contra el virus de la inmunodeficiencia humana')",AC-VIH,anticuerpos contra el virus de la inmunodeficiencia humana,1
"('AIDL', 'absorcíon intestinal deficiente de lactosa')",AIDL,absorcíon intestinal deficiente de lactosa,1
"('DPCA', 'diálisis peritoneal continua ambulatoria')",DPCA,diálisis peritoneal continua ambulatoria,2
"('DMPT', 'diabetes mellitus postrasplante')",DMPT,diabetes mellitus postrasplante,1
"('SPC', 'síndrome postcolecistectomía')",SPC,síndrome postcolecistectomía,1
"('MD', 'merle daubigné')",MD,merle daubigné,1
"('CT', 'colesterol total')",CT,colesterol total,7
"('PR', 'patógenos resistentes')",PR,patógenos resistentes,1
"('TS', 'trabajadoras sexuales')",TS,trabajadoras sexuales,1
"('EMJ', 'epilepsia mioclonica juvenil')",EMJ,epilepsia mioclonica juvenil,2
"('MARS', 'multivariate adaptative regression splines')",MARS,multivariate adaptative regression splines,1
"('PIDA', 'poliradiculoneuritis inflamatoria desmielinizante aguda')",PIDA,poliradiculoneuritis inflamatoria desmielinizante aguda,1
"('SG', 'supervivencia global')",SG,supervivencia global,1
"('SMSL', 'síndrome de la muerte súbita del lactante')",SMSL,síndrome de la muerte súbita del lactante,1
"('IMID', 'inmunomediadas')",IMID,inmunomediadas,2
"('SIDA', 'sarcoma epidémico de kaposi')",SIDA,sarcoma epidémico de kaposi,1
"('ICSI', 'intracitoplásmica de espermatozoides')",ICSI,intracitoplásmica de espermatozoides,1
"('ENNyS', 'encuesta nacional de nutrición y salud')",ENNyS,encuesta nacional de nutrición y salud,1
"('IA', 'incidencias acumuladas')",IA,incidencias acumuladas,1
"('GOLD', 'global initiative for chronic obstructive lung disease')",GOLD,global initiative for chronic obstructive lung disease,2
"('BMQ', 'beliefs about medicines questionnare')",BMQ,beliefs about medicines questionnare,1
"('GESEPOC', 'guía española de la epoc')",GESEPOC,guía española de la epoc,2
"('EAI', 'epilepsia de ausencias infantil')",EAI,epilepsia de ausencias infantil,1
"('AA', 'abdomen agudo')",AA,abdomen agudo,1
"('sic.', 'social para la apropiación o ""empoderamiento""')",sic.,"social para la apropiación o ""empoderamiento""",2
"('EEG', 'electroencefalograma')",EEG,electroencefalograma,1
"('SGLT2', 'sodio-glucosa tipo 2')",SGLT2,sodio-glucosa tipo 2,1
"('ECV', 'enfermedad cardiovascular')",ECV,enfermedad cardiovascular,5
"('PN', 'peso al nacer')",PN,peso al nacer,1
"('ONT', 'organización nacional de trasplantes')",ONT,organización nacional de trasplantes,1
"('TASPE', 'trasplante autólogo de progenitores hematopoyéticos de sangre periférica')",TASPE,trasplante autólogo de progenitores hematopoyéticos de sangre periférica,1
"('RA', 'riesgo atribuible')",RA,riesgo atribuible,1
"('LLA', 'leucemia linfoide aguda')",LLA,leucemia linfoide aguda,2
"('ZMCM', 'zona metropolitana de la ciudad de mexico')",ZMCM,zona metropolitana de la ciudad de mexico,1
"('END', 'escala numérica de dolor')",END,escala numérica de dolor,1
"('CA', 'circunferencia abdominal')",CA,circunferencia abdominal,1
"('DMRE', 'degeneración macular relacionada con la edad')",DMRE,degeneración macular relacionada con la edad,1
"('DAS', 'diámetro abdominal sagital')",DAS,diámetro abdominal sagital,1
"('Ft', 'ferritina')",Ft,ferritina,1
"('CdV', 'calidad de vida')",CdV,calidad de vida,1
"('VGA', 'vacuna de la gripe a h1n1')",VGA,vacuna de la gripe a h1n1,1
"('SAS', 'síntomas asociados con el sueño')",SAS,síntomas asociados con el sueño,1
"('P/E', 'para la edad')",P/E,para la edad,1
"('TES', 'técnicos en emergencia sanitaria')",TES,técnicos en emergencia sanitaria,1
"('CPNM', 'carcinoma de pulmón no microcelular')",CPNM,carcinoma de pulmón no microcelular,1
"('PCT', 'pliegue cutáneo tricipital')",PCT,pliegue cutáneo tricipital,2
"('CEIC', 'comité ético de investigación clínica')",CEIC,comité ético de investigación clínica,2
"('VHE', 'virus de la hepatitis e')",VHE,virus de la hepatitis e,2
"('EVW', 'enfermedad de von willebrand')",EVW,enfermedad de von willebrand,4
"('PROCES', 'programa de reanimación cardiopulmonar orientado a centros de enseñanza secundaria')",PROCES,programa de reanimación cardiopulmonar orientado a centros de enseñanza secundaria,1
"('AP', 'admisión primaria')",AP,admisión primaria,1
"('OI', 'ojo izquierdo')",OI,ojo izquierdo,1
"('UCE', 'unidad de corta estancia')",UCE,unidad de corta estancia,3
"('TEA', 'trastorno del espectro autista')",TEA,trastorno del espectro autista,11
"('NLP', 'nefrolitectomía percutánea')",NLP,nefrolitectomía percutánea,1
"('AV', 'acceso vascular')",AV,acceso vascular,1
"('NAG', 'n-acetil-glucosaminidasa')",NAG,n-acetil-glucosaminidasa,1
"('MEC', 'medidas cognitivas')",MEC,medidas cognitivas,1
"('HPV', 'hospital provincial de valencia')",HPV,hospital provincial de valencia,1
"('II', 'inestables hospitalizados en barcelona')",II,inestables hospitalizados en barcelona,1
"('CoRIS', 'con infección por vih sin tratamiento antirretroviral previo')",CoRIS,con infección por vih sin tratamiento antirretroviral previo,1
"('DFO', 'deferoxamina')",DFO,deferoxamina,1
"('CV', 'coeficiente de variación')",CV,coeficiente de variación,1
"('HNF', 'heparina no fraccionada')",HNF,heparina no fraccionada,1
"('POCAA', 'percepción de obesidad, comportamiento alimentario y actividad física')",POCAA,"percepción de obesidad, comportamiento alimentario y actividad física",1
"('CHO', 'carbohidratos')",CHO,carbohidratos,1
"('T/E', 'talla para la edad')",T/E,talla para la edad,1
"('SDI', 'sheehan disability inventory')",SDI,sheehan disability inventory,1
"('CTT', 'cefaleas de tipo tensional')",CTT,cefaleas de tipo tensional,1
"('EMPP', 'em primariamente progresiva')",EMPP,em primariamente progresiva,1
"('MUSIC', 'muerte súbita en insuficiencia cardíaca')",MUSIC,muerte súbita en insuficiencia cardíaca,1
"('SAHS', 'síndrome de apneas-hipopneas durante el sueño')",SAHS,síndrome de apneas-hipopneas durante el sueño,1
"('RIETE', 'registro informatizado de pacientes con enfermedad tromboembólica en españa')",RIETE,registro informatizado de pacientes con enfermedad tromboembólica en españa,1
"('VHC', 'virus hepatitis c')",VHC,virus hepatitis c,1
"('VMNI', 'ventilación mecánica no invasiva')",VMNI,ventilación mecánica no invasiva,1
"('MAT', 'microaglutinación')",MAT,microaglutinación,1
"('EAV', 'escala analógica visual')",EAV,escala analógica visual,1
"('ETMA', 'estudio sobre la tolerancia a la medicación antihipertensiva')",ETMA,estudio sobre la tolerancia a la medicación antihipertensiva,2
"('ACR', 'american college of rheumatology')",ACR,american college of rheumatology,1
"('IRA', 'infeccion respiratoria aguda')",IRA,infeccion respiratoria aguda,1
"('PV', 'pitiriasis versicolor')",PV,pitiriasis versicolor,1
"('IGEV', 'inmunogtlobulina g humana endovenosa')",IGEV,inmunogtlobulina g humana endovenosa,1
"('CAMCOG', 'cambridge cognitive examination')",CAMCOG,cambridge cognitive examination,1
"('Red INMA', 'red de investigación ""infancia y medio ambiente""')",Red INMA,"red de investigación ""infancia y medio ambiente""",1
"('BPYR', 'by-pass gástrico en y de roux')",BPYR,by-pass gástrico en y de roux,1
"('ISD', 'inventario de la situación diagnóstica')",ISD,inventario de la situación diagnóstica,1
"('IMSS', 'instituto mexicano del seguro social')",IMSS,instituto mexicano del seguro social,12
"('CO', 'carbono')",CO,carbono,1
"('PCM', 'primer contacto médico')",PCM,primer contacto médico,1
"('TIP', 'trombocitopenia inmune primaria')",TIP,trombocitopenia inmune primaria,1
"('ORs', 'odds ratios')",ORs,odds ratios,1
"('IC', 'intervalo de confianza')",IC,intervalo de confianza,7
"('HD', 'hemodiálisis')",HD,hemodiálisis,5
"('Fontana', 'forma de ‘‘y’’ usando sutura mecánica no reabsorbible')",Fontana,forma de ‘‘y’’ usando sutura mecánica no reabsorbible,1
"('ISVP', 'instrumento índice de severidad de violencia de pareja')",ISVP,instrumento índice de severidad de violencia de pareja,1
"('GPAA', 'glaucoma primario de ángulo abierto')",GPAA,glaucoma primario de ángulo abierto,1
"('RVDD', 'respuesta ventilatoria disfuncional al destete')",RVDD,respuesta ventilatoria disfuncional al destete,1
"('R24', 'recordatorios de 24 horas')",R24,recordatorios de 24 horas,1
"('CMLALM', 'centro médico “lic. adolfo lópez mateos”')",CMLALM,centro médico “lic. adolfo lópez mateos”,1
"('TAR', 'tratamiento antirretroviral')",TAR,tratamiento antirretroviral,2
"('CEBQ', 'child eating behaviour questionnaire')",CEBQ,child eating behaviour questionnaire,1
"('DPNC', 'derrame pleural neoplásico complicado')",DPNC,derrame pleural neoplásico complicado,2
"('VPH-AR', 'virus del papiloma humano de alto riesgo')",VPH-AR,virus del papiloma humano de alto riesgo,2
"('NED', 'nutrición enteral domiciliaria')",NED,nutrición enteral domiciliaria,4
"('RVN', 'registro vacunal nominal')",RVN,registro vacunal nominal,2
"('O.M.S.', 'organización mundial de la salud')",O.M.S.,organización mundial de la salud,2
"('AQ20', 'airways questionnaire 20')",AQ20,airways questionnaire 20,1
"('BLOC', 'batería de lenguaje objetiva y criterial')",BLOC,batería de lenguaje objetiva y criterial,1
"('ECh', 'enfermedad de chagas')",ECh,enfermedad de chagas,1
"('ECIRyC', 'escala de control de los impulsos ramón y cajal')",ECIRyC,escala de control de los impulsos ramón y cajal,1
"('FDG', 'fluoro-desoxiglucosa')",FDG,fluoro-desoxiglucosa,1
"('ASAS-R', 'agency scale-revised')",ASAS-R,agency scale-revised,1
"('UC', 'unidades de cefalea')",UC,unidades de cefalea,1
"('AIT', 'accidente isquémico transitorio')",AIT,accidente isquémico transitorio,1
"('IAAS', 'infecciones asociadas a la atención de la salud')",IAAS,infecciones asociadas a la atención de la salud,1
"('ESG', 'evaluación subjetiva global')",ESG,evaluación subjetiva global,1
"('CCU', 'cáncer de cérvix uterino')",CCU,cáncer de cérvix uterino,1
"('MRT', 'mortalidad relacionada con el trasplante')",MRT,mortalidad relacionada con el trasplante,1
"('TR', 'termorresistente de leptospira')",TR,termorresistente de leptospira,1
"('EO', 'estrés oxidativo')",EO,estrés oxidativo,1
"('DAA', 'dolor abdominal agudo')",DAA,dolor abdominal agudo,1
"('PEFEX', 'para la evaluación de la fibrinólisis extrahospitalaria')",PEFEX,para la evaluación de la fibrinólisis extrahospitalaria,1
"('AFE', 'análisis factorial exploratorio')",AFE,análisis factorial exploratorio,4
"('ECP', 'estimulacion cerebral profunda')",ECP,estimulacion cerebral profunda,2
"('SINAN', 'sistema de información de enfermedades de notificación')",SINAN,sistema de información de enfermedades de notificación,2
"('SC', 'síndrome de cushing')",SC,síndrome de cushing,1
"('SAAC', 'sistemas de comunicacion aumentativa y alternativa')",SAAC,sistemas de comunicacion aumentativa y alternativa,2
"('PBI', 'producto bruto interno')",PBI,producto bruto interno,1
"('BQs', 'bronquiectasias')",BQs,bronquiectasias,1
"('MDR', 'multirresistencia a drogas')",MDR,multirresistencia a drogas,1
"('DE', 'de enfermería fue 29,9')",DE,"de enfermería fue 29,9",1
"('VIH', 'virus de inmunodeficiencia humana')",VIH,virus de inmunodeficiencia humana,9
"('REALSICA', 'registro de alteplasa en síndromes coronarios agudos con elevación del st')",REALSICA,registro de alteplasa en síndromes coronarios agudos con elevación del st,1
"('PCT', 'procalcitonina')",PCT,procalcitonina,2
"('GI', 'g/l en las primigestas')",GI,g/l en las primigestas,1
"('UME', 'unidades medicalizadas de emergencia')",UME,unidades medicalizadas de emergencia,1
"('SDR', 'síndrome de dificultad respiratoria')",SDR,síndrome de dificultad respiratoria,1
"('L+', 'la pared vesical')",L+,la pared vesical,1
"('IBP', 'inhibidores de la bomba de protones')",IBP,inhibidores de la bomba de protones,1
"('ED', 'extendido')",ED,extendido,2
"('MOSPSC', 'medical office survey on patient safety culture')",MOSPSC,medical office survey on patient safety culture,1
"('EE', 'esofagitis eosinofílica')",EE,esofagitis eosinofílica,1
"('IVU', 'infecciones de las vías urinarias')",IVU,infecciones de las vías urinarias,1
"('ES/E', 'estatura sentada/estatura')",ES/E,estatura sentada/estatura,1
"('MNA', 'mínima nutricional')",MNA,mínima nutricional,1
"('naloxona', 'n-alil-nor-oximorfona')",naloxona,n-alil-nor-oximorfona,1
"('DDDs', 'diarias definidas')",DDDs,diarias definidas,1
"('EPI', 'enfermedad de parkinson idiopatica')",EPI,enfermedad de parkinson idiopatica,1
"('RACat', 'registro de artroplastias de cataluña')",RACat,registro de artroplastias de cataluña,1
"('IRA', 'infección respiratoria aguda')",IRA,infección respiratoria aguda,2
"('CCHS', 'celiac health survey')",CCHS,celiac health survey,1
"('UPDRS', ""unified parkinson's disease rating scale"")",UPDRS,unified parkinson's disease rating scale,2
"('PRC', 'programa de rehabilitación cardiaca')",PRC,programa de rehabilitación cardiaca,1
"('PCR-us', 'proteína c-reactiva ultrasensible')",PCR-us,proteína c-reactiva ultrasensible,1
"('MRC', 'medical research council')",MRC,medical research council,1
"('PADS', 'physical activity and disability survey')",PADS,physical activity and disability survey,1
"('As3MT', 'arsénico 3 metiltransferasa')",As3MT,arsénico 3 metiltransferasa,2
"('TA', 'tabaquismo activo')",TA,tabaquismo activo,1
"('NMPc', 'neoplasia mieloproliferativa crónica')",NMPc,neoplasia mieloproliferativa crónica,1
"('RCUI', 'relación coste-utilidad')",RCUI,relación coste-utilidad,1
"('NIE III', 'neoplasia intraepitelial de alto grado')",NIE III,neoplasia intraepitelial de alto grado,1
"('peso kg', 'predicción final, en la muestra total, fue: mmae (kg) = 0,107')",peso kg,"predicción final, en la muestra total, fue: mmae (kg) = 0,107",1
"('MNA', 'mini nutritional assesment')",MNA,mini nutritional assesment,1
"('BP', 'bienestar psicológico')",BP,bienestar psicológico,2
"('HAS', 'hipertensión arterial sistémica')",HAS,hipertensión arterial sistémica,2
"('VCO', 'vagotomía de células oxínticas')",VCO,vagotomía de células oxínticas,1
"('IDB', 'inventario de depresión de beck')",IDB,inventario de depresión de beck,1
"('DE', 'de 5 años')",DE,de 5 años,1
"('GVML', 'gastrectomía vertical en manga laparoscópica')",GVML,gastrectomía vertical en manga laparoscópica,1
"('UPA', 'unidad ponderada asistencial')",UPA,unidad ponderada asistencial,1
"('UVBBE', 'ultravioleta b de banda estrecha')",UVBBE,ultravioleta b de banda estrecha,1
"('AMINE', 'asociacion de monitorizacion intraquirurgica neurofisiologica española')",AMINE,asociacion de monitorizacion intraquirurgica neurofisiologica española,1
"('GEE', 'generalized estimating equations')",GEE,generalized estimating equations,1
"('TCE', 'traumatismos craneoencefalicos')",TCE,traumatismos craneoencefalicos,1
"('CPAQ', 'chronic pain acceptance questionnaire')",CPAQ,chronic pain acceptance questionnaire,1
"('NUT', 'nitrógeno urinario total')",NUT,nitrógeno urinario total,1
"('EE', 'esfinterotomía endoscópica')",EE,esfinterotomía endoscópica,2
"('CEMPV', 'cuestionario para la evaluación de la minusvalía en patología vestibular')",CEMPV,cuestionario para la evaluación de la minusvalía en patología vestibular,1
"('GLAITH', 'grupo latinoamericano para el impulso del tratamiento de la hemofilia')",GLAITH,grupo latinoamericano para el impulso del tratamiento de la hemofilia,2
"('CG', 'carga glicémica')",CG,carga glicémica,2
"('MDS', 'multidimensional escalado')",MDS,multidimensional escalado,1
"('MEN 1', 'múltiple tipo 1')",MEN 1,múltiple tipo 1,1
"('MBSRQ', 'multidimensional body self relations questionnaire')",MBSRQ,multidimensional body self relations questionnaire,2
"('EV', 'efectividad vacunal')",EV,efectividad vacunal,2
"('DPNT', 'de la psicosis no tratada')",DPNT,de la psicosis no tratada,1
"('DIU', 'dispositivo intrauterino')",DIU,dispositivo intrauterino,2
"('CC', 'cardiopatías congénitas')",CC,cardiopatías congénitas,2
"('SNI', 'sistema nacional de investigadores')",SNI,sistema nacional de investigadores,1
"('TA', 'tratamiento antimicrobiano')",TA,tratamiento antimicrobiano,1
"('NRS-2002', 'nutritional risk screening 2002')",NRS-2002,nutritional risk screening 2002,2
"('RPC', 'reacción de polimerasa en cadena')",RPC,reacción de polimerasa en cadena,1
"('CI', 'coeficiente intelectual')",CI,coeficiente intelectual,1
"('UREA', 'una menor adecuación que la medida por kt/v')",UREA,una menor adecuación que la medida por kt/v,1
"('Ensanut', 'encuesta nacional de salud y nutrición')",Ensanut,encuesta nacional de salud y nutrición,3
"('ECV', 'eventos cardiovasculares')",ECV,eventos cardiovasculares,1
"('IC95%', 'intervalos de confianza del 95%')",IC95%,intervalos de confianza del 95%,2
"('VHB', 'virus de la hepatitis b')",VHB,virus de la hepatitis b,9
"('FIS', 'fondo de investigación sanitaria')",FIS,fondo de investigación sanitaria,2
"('CUCI', 'colitis ulcerativa crónica ideopática')",CUCI,colitis ulcerativa crónica ideopática,2
"('PANDA', 'programa nacional de cáncer del adulto')",PANDA,programa nacional de cáncer del adulto,2
"('PM', 'peso molecular')",PM,peso molecular,1
"('NMDAR', 'n-metil-d-aspartato')",NMDAR,n-metil-d-aspartato,1
"('IC', 'indicadores de calidad')",IC,indicadores de calidad,1
"('TCA', 'trastornos del comportamiento alimentario')",TCA,trastornos del comportamiento alimentario,2
"('TCE', 'traumatismo craneoencefalico')",TCE,traumatismo craneoencefalico,3
"('PET-FDG', 'positrones mediante 18-fluoro-2-desoxi-d-glucosa')",PET-FDG,positrones mediante 18-fluoro-2-desoxi-d-glucosa,1
"('EHI', 'encefalopatía hipóxico-isquémica')",EHI,encefalopatía hipóxico-isquémica,1
"('RENAVE', 'red nacional de vigilancia epidemiológica')",RENAVE,red nacional de vigilancia epidemiológica,1
"('As', 'arsénico')",As,arsénico,1
"('OPELUCE', 'organización peruana de lucha contra la ceguera')",OPELUCE,organización peruana de lucha contra la ceguera,2
"('GIHV', 'grupo interhospitalario valenciano')",GIHV,grupo interhospitalario valenciano,1
"('NCC', 'neurocisticercosis')",NCC,neurocisticercosis,1
"('CAPS', 'centro de atención primaria de salud')",CAPS,centro de atención primaria de salud,1
"('CDI', 'cuestionario de depresión infantil')",CDI,cuestionario de depresión infantil,1
"('PC/E', 'perímetro cefálico/estatura')",PC/E,perímetro cefálico/estatura,1
"('AVPP', 'años de vida perdidos por muerte prematura')",AVPP,años de vida perdidos por muerte prematura,1
"('VGS-GP', 'valoración global subjetiva generada por el paciente')",VGS-GP,valoración global subjetiva generada por el paciente,1
"('AOMI', 'arteriopatía obliterante de miembros inferiores')",AOMI,arteriopatía obliterante de miembros inferiores,1
"('DE', 'disruptores endocrinos')",DE,disruptores endocrinos,1
"('Rn', 'recién nacidos')",Rn,recién nacidos,1
"('FES', 'facultad de estudios superiores')",FES,facultad de estudios superiores,2
"('TARGA', 'terapia antirretroviral de gran actividad')",TARGA,terapia antirretroviral de gran actividad,1
"('ORN', 'osteoradionecrosis')",ORN,osteoradionecrosis,1
"('ACAOS', 'arteria coronaria izquierda del seno opuesto')",ACAOS,arteria coronaria izquierda del seno opuesto,1
"('E C', 'enfermedad celiaca')",E C,enfermedad celiaca,1
"('HPRL', 'hiperprolactinemia')",HPRL,hiperprolactinemia,1
